path,final_url,http_status,redirect_chain_len,title,meta_description,canonical,h1,h1_count,robots_meta,lang,word_count,img_count,asset_count,pagespeed_imgs,internal_out_count,has_paypal,has_trafficwave,has_comment_form,has_rotator_iframe,img_urls,asset_urls,internal_links_out,external_links_out,fetched_at
/10Dec-daily-italian-lesson.html,https://www.200words-a-day.com/10Dec-daily-italian-lesson.html,200,0,Italian for lie - 'mentire'. Daily Italian Verb Lesson,"Today's verb, the Italian for lie is 'mentire'. To remember this imagine you don't LIE but say, What I MEANT 'ERE is that I did not have sax with that woman!! This family of verbs are -IRE regular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I lie, it lies, you will lie, he may lie, I have lied, we had lied, etc.",https://www.200words-a-day.com/10Dec-daily-italian-lesson.html,,0,,,640,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/mentir.jpg,,/10Dec-daily-italian-lesson.html /9Dec-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.529551+00:00
/10Feb-daily-italian-lesson.html,https://www.200words-a-day.com/10Feb-daily-italian-lesson.html,200,0,Italian for glean - 'spigolare'. Daily Italian Verb Lesson,"Today's verb, the Italian for glean is 'spigolare'. To remember this imagine you say,go GLEAN information about the SPIGOT LARRY! This family of verbs are regular ARE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I glean, it gleans, you will glean, he may glean, I have gleaned, we had gleaned, etc.",https://www.200words-a-day.com/10Feb-daily-italian-lesson.html,,0,,,594,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/spigolare.jpg,,/10Feb-daily-italian-lesson.html /9Feb-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.552196+00:00
/10Jan-daily-italian-lesson.html,https://www.200words-a-day.com/10Jan-daily-italian-lesson.html,200,0,Italian for unite - 'unire'. Daily Italian Verb Lesson,"Today's verb, the Italian for unite is 'unire'. To remember this imagine the U.N. HERE tries to UNITE everyone! This family of verbs are irregular IRE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I unite, it unites, you will unite, he may unite, I have united, we had united, etc.",https://www.200words-a-day.com/10Jan-daily-italian-lesson.html,,0,,,636,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xunire.jpg.pagespeed.ic.YZ7daVd6zu.jpg,,/10Jan-daily-italian-lesson.html /9Jan-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.582811+00:00
/10Jul-daily-italian-lesson.html,https://www.200words-a-day.com/10Jul-daily-italian-lesson.html,200,0,Italian for finance - 'finanziare'. Daily Italian Verb Lesson,"Today's verb, the Italian for finance is 'finanziare'. To remember this imagine Berlusconi FINANCING projects dressed in the Italian colours!  This family of verbs are -ARE irregulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I finance, it finances, you will finance, he may finance, I have financed, we had financed, etc.",https://www.200words-a-day.com/10Jul-daily-italian-lesson.html,,0,,,655,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xfinanziare.jpg.pagespeed.ic.jCrTBwCz9H.jpg,,/10Jul-daily-italian-lesson.html /9Jul-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.605196+00:00
/10Jun-daily-italian-lesson.html,https://www.200words-a-day.com/10Jun-daily-italian-lesson.html,200,0,Italian for bring near - 'avvicinare'. Daily Italian Verb Lesson,"Today's verb, the Italian for bring near is 'avvicinare'. To remember this imagine saying - I'VE ITCHIN' HARRY! Don't BRING the dog near me! A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I bring near, it brings near, you will bring near, he may bring near, I have brought near, we had brought near, etc.",https://www.200words-a-day.com/10Jun-daily-italian-lesson.html,,0,,,636,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/avvicinare.jpg,,/10Jun-daily-italian-lesson.html /9Jun-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.627883+00:00
/10Mar-daily-italian-lesson.html,https://www.200words-a-day.com/10Mar-daily-italian-lesson.html,200,0,Italian for find - 'trovare'. Daily Italian Verb Lesson,"Today's verb, the Italian for find, is 'trovare'. To remember this imagine the pirates find a treasure TROVE! A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I find, it finds, you will find, he may find, I have found, we had found, etc.",https://www.200words-a-day.com/10Mar-daily-italian-lesson.html,,0,,,615,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/trovare-small.jpg,,/10Mar-daily-italian-lesson.html /9Mar-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.649199+00:00
/10May-daily-italian-lesson.html,https://www.200words-a-day.com/10May-daily-italian-lesson.html,200,0,Italian for handcuff - 'ammanettare'. Daily Italian Verb Lesson,"Today's verb, the Italian for handcuff (lift) is 'ammanettare'. To remember this imagine HANDCUFFING A MAN IN NETS!  A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I handcuff, it handcuffs, you will handcuff, he may handcuff, I have handcuffed, we had handcuffed, etc.",https://www.200words-a-day.com/10May-daily-italian-lesson.html,,0,,,579,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xammanettare.jpg.pagespeed.ic.FmuND3A7_6.jpg,,/10May-daily-italian-lesson.html /9May-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.670755+00:00
/10Nov-daily-italian-lesson.html,https://www.200words-a-day.com/10Nov-daily-italian-lesson.html,200,0,Italian for exclude - 'escludere'. Daily Italian Verb Lesson,"Today's verb, the Italian for exclude is 'escludere'. To remember this imagine you EXCLUDE the X in Italian, DEARIE! This family of verbs are -ERE irregular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I exclude, it excludes, you will exclude, he may exclude, I have excluded, we had excluded, etc.",https://www.200words-a-day.com/10Nov-daily-italian-lesson.html,,0,,,603,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xescludere.jpg.pagespeed.ic.vSNSYy_NIz.jpg,,/10Nov-daily-italian-lesson.html /9Nov-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.694774+00:00
/10Oct-daily-italian-lesson.html,https://www.200words-a-day.com/10Oct-daily-italian-lesson.html,200,0,Italian for moan - 'gemere'. Daily Italian Verb Lesson,"Today's verb, the Italian for moan is 'gemere'. To remember this imagine JEMIMA Khan GROANS about her GEM! This family of verbs are -ERE regular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I moan, it moans, you will moan, he may moan, I have moaned, we had moaned, etc.",https://www.200words-a-day.com/10Oct-daily-italian-lesson.html,,0,,,585,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/gemere.jpg,,/10Oct-daily-italian-lesson.html /9Oct-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.717314+00:00
/10Sep-daily-italian-lesson.html,https://www.200words-a-day.com/10Sep-daily-italian-lesson.html,200,0,Italian for burn oneself - 'scottarsi'. Daily Italian Verb Lesson,"Today's verb, the Italian for burn oneself is 'scottarsi'. To remember this imagine SCOTT the SCOT burns himself! This is a regular -ARE reflexive verb. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. we burn ourselves, he will burn himself, she may burn herself, we will burn ourselves, they had burnt themselves, etc.",https://www.200words-a-day.com/10Sep-daily-italian-lesson.html,,0,,,675,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/scottarsi.jpg,,/10Sep-daily-italian-lesson.html /9Sep-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:26:53.741577+00:00
/10french-proverb-a-day.html,https://www.200words-a-day.com/10french-proverb-a-day.html,200,0,French proverb of the Day,Check out the Daily French Proverb of the Day helping you to learn French. Get a French proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service,https://www.200words-a-day.com/10french-proverb-a-day.html,,0,,,410,0,0,0,9,False,False,False,False,,,/french-pics.html /french-proverb-of-the-day.html /german-proverb-of-the-day.html /learn-french.html /learn-german.html /learn-italian.html /learn-spanish.html /learn-welsh.html /spanish-proverb-of-the-day.html,,2026-09-18T12:26:54.800663+00:00
/10german-proverb-a-day.html,https://www.200words-a-day.com/10german-proverb-a-day.html,200,0,German proverb of the Day,"Check out the Daily German proverb a Day helping you to learn German. 

Get a German proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/10german-proverb-a-day.html,,0,,,123,0,0,0,2,False,False,False,False,,,/german-pics.html /german-proverb-a-day.html,,2026-09-18T12:26:55.538793+00:00
/10spanish-proverb-a-day.html,https://www.200words-a-day.com/10spanish-proverb-a-day.html,200,0,Spanish proverb of the Day,"Check out the Daily Spanish proverb a Day helping you to learn Spanish. 

Get a Spanish proverb every day for your website  - it automatically changes every day with no input from you. There is no charge for this service",https://www.200words-a-day.com/10spanish-proverb-a-day.html,,0,,,133,0,0,0,2,False,False,False,False,,,/learn-spanish-pics.html /spanish-proverb-a-day.html,,2026-09-18T12:26:56.260706+00:00
/10travel-german.html,https://www.200words-a-day.com/10travel-german.html,200,0,German TRAVEL Word of the Day,"The Word for 'Boat in German' is Boot. 

Get a Free pic and German Travel word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/10travel-german.html,,0,,,127,0,0,0,3,False,False,False,False,,,/learn-german-pics.html /learn-german.html /link-to-us.html,,2026-09-18T12:26:56.988452+00:00
/10travel-spanish.html,https://www.200words-a-day.com/10travel-spanish.html,200,0,Spanish TRAVEL Word of the Day,"The Word for'single ticket in Spanish' is billete sencillo. 

Get a Free pic and Spanish Travel word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/10travel-spanish.html,,0,,,129,0,0,0,3,False,False,False,False,,,/learn-spanish-pics.html /learn-spanish.html /link-to-us.html,,2026-09-18T12:26:57.715685+00:00
/11.french-word-a-day.html,https://www.200words-a-day.com/11.french-word-a-day.html,200,0,French Word of the Day,"The Word for how much it is in French'is c est combien . 

Get a Free pic and French word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/11.french-word-a-day.html,,0,,,132,0,0,0,3,False,False,False,False,,,/french-pics.html /learn-french.html /link-to-us.html,,2026-09-18T12:26:58.437870+00:00
/11.german-word-a-day.html,https://www.200words-a-day.com/11.german-word-a-day.html,200,0,German Word of the Day,"The Word for Donkey in german'is Esel. 

Get a Free pic and German word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/11.german-word-a-day.html,,0,,,125,0,0,0,3,False,False,False,False,,,/learn-german-pics.html /learn-german.html /link-to-us.html,,2026-09-18T12:26:59.162720+00:00
/11.html,https://www.200words-a-day.com/11.html,200,0,Spanish Word of the Day,"The Word for 'to rent in Spanish' is Arveja. 

Get a Free pic and Spanish word of the day for your website that automatically changes every day with no input from you.",https://www.200words-a-day.com/11.html,,0,,,131,0,0,0,3,False,False,False,False,,,/learn-spanish-pics.html /learn-spanish.html /link-to-us.html,,2026-09-18T12:26:59.888033+00:00
/11Apr-daily-italian-lesson.html,https://www.200words-a-day.com/11Apr-daily-italian-lesson.html,200,0,Italian for put to sleep - 'addormentare'. Daily Italian Verb Lesson,"Today's verb, the Italian for put to sleep is 'addormentare'. To remember this imagine the hypnotist PUTS TO SLEEP A DORM-itory of MEN!  A regular -ARE verb. This month's family of verbs are the -ARE regulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I put to sleep, it puts to sleep, you will put to sleep, he may put to sleep, I have put to sleep, we had put to sleep, etc.",https://www.200words-a-day.com/11Apr-daily-italian-lesson.html,,0,,,643,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xaddormentare.jpg.pagespeed.ic.oSJ-c79dr_.jpg,,/10Apr-daily-italian-lesson.html /11Apr-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:27:00.659986+00:00
/11Aug-daily-italian-lesson.html,https://www.200words-a-day.com/11Aug-daily-italian-lesson.html,200,0,Italian for dislodge - 'sloggiare'. Daily Italian Verb Lesson,"Today's verb, the Italian for dislodge is 'sloggiare'. To remember this imagine DISLODGING SLUDGE from a JAR! This family of verbs are -ARE irregulars. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I dislodge, it dislodges, you will dislodge, he may dislodge, I have dislodged, we had dislodged, etc.",https://www.200words-a-day.com/11Aug-daily-italian-lesson.html,,0,,,623,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/sloggiare.jpg,,/10Aug-daily-italian-lesson.html /11Aug-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:27:01.437819+00:00
/11Dec-daily-italian-lesson.html,https://www.200words-a-day.com/11Dec-daily-italian-lesson.html,200,0,Italian for compose - 'comporre'. Daily Italian Verb Lesson,"Today's verb, the Italian for compose is 'comporre'. To remember this imagine you COMPOSED a POOR song!  This family of verbs are irregular verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I compose, it composes, you will compose, he may compose, I have composed, we had composed, etc.",https://www.200words-a-day.com/11Dec-daily-italian-lesson.html,,0,,,648,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xcomporre.jpg.pagespeed.ic.cy1D82el5Z.jpg,,/10Dec-daily-italian-lesson.html /11Dec-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:27:02.195680+00:00
/11Feb-daily-italian-lesson.html,https://www.200words-a-day.com/11Feb-daily-italian-lesson.html,200,0,Italian for strangle - 'strangolare'. Daily Italian Verb Lesson,"Today's verb, the Italian for strangle is 'strangolare'. To remember this imagine they STRANGLE the GOAL keeper LARRY King! This family of verbs are regular ARE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I strangle, it strangles, you will strangle, he may strangle, I have strangled, we had strangled, etc.",https://www.200words-a-day.com/11Feb-daily-italian-lesson.html,,0,,,587,1,0,0,11,False,True,False,False,https://www.200words-a-day.com/images/strangolare.jpg,,/10Feb-daily-italian-lesson.html /11Feb-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:27:02.956533+00:00
/11Jan-daily-italian-lesson.html,https://www.200words-a-day.com/11Jan-daily-italian-lesson.html,200,0,Italian for betray - 'tradire'. Daily Italian Verb Lesson,"Today's verb, the Italian for betray is 'tradire'. To remember this imagine you should never BETRAY a TRADE HERE! This family of verbs are irregular IRE verbs. Do the Italian Daily Verb Lesson every day and within 30 days you'll really consolidate your verb knowledge. I betray, it betrays, you will betray, he may betray, I have betrayed, we had betrayed, etc.",https://www.200words-a-day.com/11Jan-daily-italian-lesson.html,,0,,,628,1,0,1,11,False,True,False,False,https://www.200words-a-day.com/images/294x250xtradire.jpg.pagespeed.ic.1mfhel-SfL.jpg,,/10Jan-daily-italian-lesson.html /11Jan-daily-italian-lesson.html /daily-italian-lesson-code.html /index.html /italian-lesson-list.html /learn-french.html /learn-german.html /learn-italian-fast.html /learn-italian.html /learn-spanish.html /learn-welsh.html,,2026-09-18T12:27:03.705577+00:00
