refn,uuid,course,english,source_path
942,6ef96ca8-1639-48e1-b5d0-529a3526b732,1,toilet paper,/Volumes/Spanish1Bundle/1Pictures/Flashcard/toilet paper.jpg
1943,e41c89a0-93e3-440d-9cff-970ff02967a9,2,fame,/Volumes/Spanish2Bundle/2Pictures/Flashcard/fame.jpg
180,f8b98c7e-133d-4dc0-9d3e-f6d3fe37198b,1,"freedom, liberty","/Volumes/Spanish1Bundle/1Pictures/Flashcard/freedom, liberty.jpg"
556,78d7c8b2-046d-4274-a7c5-96b7c4bb5047,1,orange (fruit),/Volumes/Spanish1Bundle/1Pictures/Flashcard/orange (fruit).jpg
629,e0194416-cca6-422e-a8fe-7336665db31b,1,brother,/Volumes/Spanish1Bundle/1Pictures/Flashcard/brother.jpg
114,1894b626-1b23-490c-981c-e191db73b2eb,1,at home,/Volumes/Spanish1Bundle/1Pictures/Flashcard/at home.jpg
6,e748e4b8-6630-4c02-9c60-fdfc93df49a4,1,homework,/Volumes/Spanish1Bundle/1Pictures/Flashcard/homework.jpg
1731,7c83c155-70cd-4f6c-b11c-fb96ff2aba78,2,breast,/Volumes/Spanish2Bundle/2Pictures/Flashcard/breast.jpg
1400,50294ad4-25e0-4754-88ef-7a9e52bf6492,2,drinkable,/Volumes/Spanish2Bundle/2Pictures/Flashcard/drinkable.jpg
237,b8cd8175-c38f-4331-bfc3-9f9fa8a029a3,1,name,/Volumes/Spanish1Bundle/1Pictures/Flashcard/name.jpg
1732,bbfc16c9-6890-45c5-9100-dfd01aac9f79,2,stomach,/Volumes/Spanish2Bundle/2Pictures/Flashcard/stomach.jpg
1740,f961ad59-c9c6-4dfc-99c3-8a84157d2e2b,2,voice,/Volumes/Spanish2Bundle/2Pictures/Flashcard/voice.jpg
1983,8f313434-4a50-44fc-8653-7d07553a5dd6,2,architecture,/Volumes/Spanish2Bundle/2Pictures/Flashcard/architecture.jpg
1756,1ffa8f73-6a0c-4930-b0ec-04ca0f721d02,2,slipper,/Volumes/Spanish2Bundle/2Pictures/Flashcard/slipper.jpg
1751,5648e5b3-c272-4d40-a349-f7101b320a77,2,glove,/Volumes/Spanish2Bundle/2Pictures/Flashcard/glove.jpg
1738,c9c9aa8d-aa2b-47a9-9a99-2eabf63c36bc,2,knee,/Volumes/Spanish2Bundle/2Pictures/Flashcard/knee.jpg
1774,e6604898-2a66-4726-93d9-aad744c25787,2,person,/Volumes/Spanish2Bundle/2Pictures/Flashcard/person.jpg
1795,8bf2e27b-1462-4eca-bd42-6f4e474dc965,2,serviette,/Volumes/Spanish2Bundle/2Pictures/Flashcard/serviette.jpg
1775,6d32fb69-89e1-4c68-baac-28209a421f6a,2,brother in law,/Volumes/Spanish2Bundle/2Pictures/Flashcard/brother in law.jpg
1815,16ddce40-9ca1-4527-9d4a-b60d1c015aa9,2,recipe,/Volumes/Spanish2Bundle/2Pictures/Flashcard/recipe.jpg
1826,cb307f6d-9f43-47f8-bba0-6840f706cd06,2,"command ,order","/Volumes/Spanish2Bundle/2Pictures/Flashcard/command ,order.jpg"
205,c5c7f3b9-84eb-49ee-b549-f39b35f3133e,1,excellent,/Volumes/Spanish1Bundle/1Pictures/Flashcard/excellent.jpg
1781,ba9dd296-8232-4fda-9642-28d71d393a56,2,nephew,/Volumes/Spanish2Bundle/2Pictures/Flashcard/nephew.jpg
307,e1dfec85-d04e-44be-bca1-a16b5b2be5dd,1,eye,/Volumes/Spanish1Bundle/1Pictures/Flashcard/eye.jpg
653,f09fec8e-b4ae-4d73-b8db-0b04ca3fee9a,1,how many?,/Volumes/Spanish1Bundle/1Pictures/Flashcard/how many.jpg
1305,8d9d807e-d2a0-4687-a8a4-6f69b4add08b,2,Christmas,/Volumes/Spanish2Bundle/2Pictures/Flashcard/Christmas.jpg
860,169aa733-db64-4874-8e6f-69bfb66fe969,1,important,/Volumes/Spanish1Bundle/1Pictures/Flashcard/important.jpg
855,9f4542f8-83ee-4dec-870d-bd9f57f37c98,1,easy,/Volumes/Spanish1Bundle/1Pictures/Flashcard/easy.jpg
305,73e16915-8cb5-4cd8-ada5-19add9406340,1,nose,/Volumes/Spanish1Bundle/1Pictures/Flashcard/nose.jpg
1805,28d61207-e948-4c53-8033-c10c8a81681d,2,shade,/Volumes/Spanish2Bundle/2Pictures/Flashcard/shade.jpg
503,229a22ea-b170-46f3-b503-5a1a9a695ce5,1,"me, to me","/Volumes/Spanish1Bundle/1Pictures/Flashcard/me, to me.jpg"
1217,e8d15ce7-9a70-448f-b761-55cf577d0ea2,2,nothing (2),/Volumes/Spanish2Bundle/2Pictures/Flashcard/nothing (2).jpg
380,52333cce-9e31-4a41-a292-049146dda740,1,injection,/Volumes/Spanish1Bundle/1Pictures/Flashcard/injection.jpg
1300,2bbdeff2-c5f9-4317-a52b-238547de76fb,2,dentist (m/f),/Volumes/Spanish2Bundle/2Pictures/Flashcard/dentist.jpg
1852,b77428cb-1858-41a1-a1ef-7e743a722ae3,2,minimum,/Volumes/Spanish2Bundle/2Pictures/Flashcard/minimum.jpg
1854,644ff183-f79d-4a0a-9d33-c243da3eeb83,2,"immense ,huge","/Volumes/Spanish2Bundle/2Pictures/Flashcard/immense ,huge.jpg"
530,b18e46e6-7b45-4e96-957b-d190d5fa1242,1,grass,/Volumes/Spanish1Bundle/1Pictures/Flashcard/grass.jpg
1453,6fd54fb4-331e-4779-a819-93b9074ad1c8,2,enjoy your meal! (2),/Volumes/Spanish2Bundle/2Pictures/Flashcard/enjoy your meal (2).jpg
876,346ca6a0-e6b1-4568-a3a0-fd2415649615,1,where (to)?,/Volumes/Spanish1Bundle/1Pictures/Flashcard/where (to).jpg
1793,3c3b13e1-53ae-4ad2-ae03-c0d470cc162a,2,service,/Volumes/Spanish2Bundle/2Pictures/Flashcard/service.jpg
1803,01db7e16-60d6-465e-bb9a-ad7f7f9791c8,2,speciality,/Volumes/Spanish2Bundle/2Pictures/Flashcard/speciality.jpg
1205,65d3eb73-25fd-48b4-bbdd-f7ee61ecd752,2,talkative,/Volumes/Spanish2Bundle/2Pictures/Flashcard/talkative.jpg
760,91b76bc6-e427-40a2-87c0-59a7603bfa71,1,it is sunny (hacer),/Volumes/Spanish1Bundle/1Pictures/Flashcard/it is sunny (hacer).jpg
867,7b08a9ce-c98a-4a2a-990b-e7f634f4c33c,1,private,/Volumes/Spanish1Bundle/1Pictures/Flashcard/private.jpg
995,089a53f3-b25b-42d6-ae29-7be61b1abe4c,1,possible,/Volumes/Spanish1Bundle/1Pictures/Flashcard/possible.jpg
1796,62507c38-132d-4cf1-a774-cfaa503bdf60,2,vegetarian,/Volumes/Spanish2Bundle/2Pictures/Flashcard/vegetarian.jpg
1864,96cdf3fb-25ba-47ff-98ca-6b3f019789b9,2,free (2),/Volumes/Spanish2Bundle/2Pictures/Flashcard/free (2).jpg
693,03f935b0-7f98-45a5-a423-49df8ecff209,1,along,/Volumes/Spanish1Bundle/1Pictures/Flashcard/along.jpg
1868,e740c423-3da9-44fa-a2c8-28b7858ca10d,2,commercial,/Volumes/Spanish2Bundle/2Pictures/Flashcard/commercial.jpg
1872,4d44cb85-4e5b-49f9-8934-54a09ff7c51b,2,article,/Volumes/Spanish2Bundle/2Pictures/Flashcard/article.jpg
711,0494353e-d738-4b72-80c9-f653a5e95b74,1,nothing,/Volumes/Spanish1Bundle/1Pictures/Flashcard/nothing.jpg
1878,99edadf2-cc9f-41ef-9dba-bcb1d05c54e7,2,"fault ,flaw ,defect ,lack","/Volumes/Spanish2Bundle/2Pictures/Flashcard/fault ,flaw ,defect ,lack.jpg"
1891,0f838eb9-1259-4d63-9927-c2c0befab817,2,government,/Volumes/Spanish2Bundle/2Pictures/Flashcard/government.jpg
1899,7690fd36-f3bb-487d-b629-35f0b586c63e,2,war,/Volumes/Spanish2Bundle/2Pictures/Flashcard/war.jpg
1809,bce01c5e-239f-4af0-abf9-a2d63598d7a6,2,counter,/Volumes/Spanish2Bundle/2Pictures/Flashcard/counter.jpg
2160,f5fdda50-56b5-407d-8bda-4450449dcf0c,2,situated,/Volumes/Spanish2Bundle/2Pictures/Flashcard/situated.jpg
2159,0f31b0e7-7c5a-44b7-be9f-e68d14bc3916,2,how do I get to?,/Volumes/Spanish2Bundle/2Pictures/Flashcard/how do I get to.jpg
1902,4af51a82-6bfa-463d-94fa-d6c67979bdb4,2,level,/Volumes/Spanish2Bundle/2Pictures/Flashcard/level.jpg
1908,9eadaf9b-3f3e-4f17-904f-29a128f9c4af,2,cause,/Volumes/Spanish2Bundle/2Pictures/Flashcard/cause.jpg
1913,42ee12b2-8b7f-4e13-a4ef-9d3960f58f97,2,world war,/Volumes/Spanish2Bundle/2Pictures/Flashcard/world war.jpg
1914,a1af4f4f-42c5-4410-b60d-255bb63c9e41,2,majority,/Volumes/Spanish2Bundle/2Pictures/Flashcard/majority.jpg
1829,84d27d6a-2b34-4308-b067-2b3ebce3e9b4,2,method,/Volumes/Spanish2Bundle/2Pictures/Flashcard/method.jpg
2161,e4763e4e-13bb-4163-b1ba-38f706222e3e,2,south,/Volumes/Spanish2Bundle/2Pictures/Flashcard/south.jpg
1827,8d0b6386-d463-4cb3-88ae-57b42283a61d,2,compulsory,/Volumes/Spanish2Bundle/2Pictures/Flashcard/compulsory.jpg
705,79c45e56-63f0-45c0-9ecc-005506a8ba94,1,towards,/Volumes/Spanish1Bundle/1Pictures/Flashcard/towards.jpg
2081,4752ef61-b7b4-4072-b3c0-203dcd48ef09,2,to warn,/Volumes/Spanish2Bundle/2Pictures/Flashcard/warn.jpg
1845,67430ebe-b9f0-4c84-a4ae-a67491277aca,2,insufficient,/Volumes/Spanish2Bundle/2Pictures/Flashcard/insufficient.jpg
971,647db8e0-9b0f-42e0-9c46-a0fcdbb51994,1,time,/Volumes/Spanish1Bundle/1Pictures/Flashcard/time.jpg
706,c4f022aa-d59e-414d-bf02-3b2f86ae6241,1,until,/Volumes/Spanish1Bundle/1Pictures/Flashcard/until.jpg
1223,05b7c9c8-7ade-4814-bfc5-e72dc17d8192,2,however,/Volumes/Spanish2Bundle/2Pictures/Flashcard/however.jpg
922,b9cff2fc-59d0-4982-888e-0191e83d1a42,1,you (formal),/Volumes/Spanish1Bundle/1Pictures/Flashcard/you (formal).jpg
1849,74d3c4fb-cc57-471e-b5a1-060413baa89b,2,litre,/Volumes/Spanish2Bundle/2Pictures/Flashcard/litre.jpg
1293,9484f5f3-3da3-41a2-a342-cbe3f0650652,2,artist (m/f),/Volumes/Spanish2Bundle/2Pictures/Flashcard/artist.jpg
1237,590d735e-2f62-461e-b3f3-93a716133f57,2,guinea pig,/Volumes/Spanish2Bundle/2Pictures/Flashcard/guinea pig.jpg
962,973362f7-6dce-4698-9166-c8cca9cb2fc9,1,them,/Volumes/Spanish1Bundle/1Pictures/Flashcard/them.jpg
1594,485d9b27-925f-4e3f-998d-a7a55402b02a,2,database,/Volumes/Spanish2Bundle/2Pictures/Flashcard/database.jpg
1350,a05e0ecb-c64b-4cce-bcb1-b93a61b19ad1,2,offence,/Volumes/Spanish2Bundle/2Pictures/Flashcard/offence.jpg
1439,f3046bc7-43b9-455a-a757-61c564c61131,2,cod,/Volumes/Spanish2Bundle/2Pictures/Flashcard/cod.jpg
1031,7a0265ef-bbaa-44fe-a51e-b8a82c0c4ce7,1,congratulations!,/Volumes/Spanish1Bundle/1Pictures/Flashcard/congratulations.jpg
1865,7421d9bb-4d9b-4150-8cfd-f6d6a79f4490,2,size,/Volumes/Spanish2Bundle/2Pictures/Flashcard/size.jpg
1036,9be0e9eb-11ea-4b8f-8109-c22555d0598d,1,"careful! watch out! take care!, caution!","/Volumes/Spanish1Bundle/1Pictures/Flashcard/careful! watch out! take care, caution.jpg"
1038,d9c2cb05-663f-4508-9c7b-88c48c783443,1,what a pity! what a shame!,/Volumes/Spanish1Bundle/1Pictures/Flashcard/what a pity! what a shame!.jpg
2034,412649bd-baf0-404e-af06-d62f89da73d8,2,to break down,/Volumes/Spanish2Bundle/2Pictures/Flashcard/break down.jpg
1918,89ab8377-2068-493e-b235-d76594c145c2,2,the rest,/Volumes/Spanish2Bundle/2Pictures/Flashcard/the rest.jpg
984,a6bb08b2-6131-4967-860d-398a77ffb2ce,1,final,/Volumes/Spanish1Bundle/1Pictures/Flashcard/final.jpg
1936,aea06602-52e8-4b38-a90e-502eaa7225e5,2,dressing room,/Volumes/Spanish2Bundle/2Pictures/Flashcard/dressing room.jpg
1953,30af4311-4fe6-4a5f-be8b-cc9a90724a2f,2,patience,/Volumes/Spanish2Bundle/2Pictures/Flashcard/patience.jpg
39,00383457-8800-4fb1-b050-c931d5eea747,1,castle,/Volumes/Spanish1Bundle/1Pictures/Flashcard/castle.jpg
42,91bb8e35-fd8e-448c-8fba-2bafa59ee310,1,"city, town","/Volumes/Spanish1Bundle/1Pictures/Flashcard/city, town.jpg"
924,164b9a4b-0421-4fd5-8e14-757c0152ec6e,1,I,/Volumes/Spanish1Bundle/1Pictures/Flashcard/I.jpg
146,213924b8-c070-4be0-8875-ed7d9565a68b,1,"to know ( person, place)",/Volumes/Spanish1Bundle/1Pictures/Flashcard/know ( person - place).jpg
168,1e93b5d4-1f6d-400f-8a68-41f7f98e0062,1,weak,/Volumes/Spanish1Bundle/1Pictures/Flashcard/weak.jpg
182,0002dc4a-8c93-41c4-b08b-ef8856b9f482,1,fear,/Volumes/Spanish1Bundle/1Pictures/Flashcard/fear.jpg
204,180b2b52-5562-4608-9194-14f2f1663e57,1,delicious,/Volumes/Spanish1Bundle/1Pictures/Flashcard/delicious.jpg
1875,754e6732-cb34-4b01-8f09-0e3e5d2d79b0,2,price,/Volumes/Spanish2Bundle/2Pictures/Flashcard/price.jpg
226,4ccf8ac0-ddc1-4c53-91de-aeefc8c46de9,1,address,/Volumes/Spanish1Bundle/1Pictures/Flashcard/address.jpg
227,1378619a-8ac4-45e2-ba47-7353233e5484,1,document,/Volumes/Spanish1Bundle/1Pictures/Flashcard/document.jpg
272,f8ab26f1-92f5-4025-995d-c2feba929a12,1,matches,/Volumes/Spanish1Bundle/1Pictures/Flashcard/matches.jpg
1869,1b57ac4f-6a1a-446f-9832-d732a306963e,2,closed,/Volumes/Spanish2Bundle/2Pictures/Flashcard/closed.jpg
295,1ea3fb8a-25f0-4f98-8ce6-59e919be5c7a,1,heart,/Volumes/Spanish1Bundle/1Pictures/Flashcard/heart.jpg
326,ce410492-066a-4534-8616-eeedd1f1a0ba,1,"the time, hour","/Volumes/Spanish1Bundle/1Pictures/Flashcard/the time, hour.jpg"
1873,0aa2bfbf-67a5-4af5-af50-3f8799283d26,2,sale,/Volumes/Spanish2Bundle/2Pictures/Flashcard/sale.jpg
1876,1e87a880-bbc3-42e9-b6bf-1d79cc9ad0d6,2,receipt,/Volumes/Spanish2Bundle/2Pictures/Flashcard/receipt.jpg
420,b41a7a2e-95a9-4879-afcd-1abca1dc93bc,1,glasses,/Volumes/Spanish1Bundle/1Pictures/Flashcard/glasses.jpg
424,f05b50f6-9fad-4dd5-8c80-350f8ff66591,1,purse,/Volumes/Spanish1Bundle/1Pictures/Flashcard/purse.jpg
2021,e8b47db5-3f72-458a-9fd6-1dcc67089599,2,headlight,/Volumes/Spanish2Bundle/2Pictures/Flashcard/headlight.jpg
477,5edfc0a5-1193-49e5-aa73-5e48052786d0,1,either … or,/Volumes/Spanish1Bundle/1Pictures/Flashcard/either Or.jpg
488,c3b40c9b-42d7-4713-bfa6-7b210cabb79b,1,"time, occasion",/Volumes/Spanish1Bundle/1Pictures/Flashcard/occasion.jpg
523,5438fb90-9d08-4ed3-a071-e7e2c7393025,1,sky,/Volumes/Spanish1Bundle/1Pictures/Flashcard/sky.jpg
2031,b9fbd53e-a3c2-46a0-bfc0-95852666823e,2,souvenir,/Volumes/Spanish2Bundle/2Pictures/Flashcard/souvenir.jpg
545,b8cb830b-d4e5-49ba-95d2-7b7eb6210f61,1,onion,/Volumes/Spanish1Bundle/1Pictures/Flashcard/onion.jpg
572,b6f890df-dcd2-400f-953b-e86a64c2b406,1,cigarette,/Volumes/Spanish1Bundle/1Pictures/Flashcard/cigarette.jpg
589,65082ded-3430-4d4e-a91a-27d7236c0962,1,"to spend (time), to happen","/Volumes/Spanish1Bundle/1Pictures/Flashcard/spend (time), to happen.jpg"
614,9c7cf5f6-5fe0-4ed8-849c-139c1fe85e04,1,death,/Volumes/Spanish1Bundle/1Pictures/Flashcard/death.jpg
